Show,IMDB ID,Genre,Season,Episode,Title,Air Date,Year,Rating,Votes2,First_Season_Average,Last_season_average
Cobra Kai,tt7221388,"Martial Arts, Teen Comedy, Teen Drama, Action, Comedy, Drama, Sport",6,12,Rattled,2025-02-13,2025,7.7,3200.0,8.5,8.1
Cobra Kai,tt7221388,"Martial Arts, Teen Comedy, Teen Drama, Action, Comedy, Drama, Sport",6,13,Skeletons,2025-02-13,2025,9.1,4700.0,8.5,8.1
Cobra Kai,tt7221388,"Martial Arts, Teen Comedy, Teen Drama, Action, Comedy, Drama, Sport",6,14,Strike Last,2025-02-13,2025,9.4,5200.0,8.5,8.1
Cobra Kai,tt7221388,"Martial Arts, Teen Comedy, Teen Drama, Action, Comedy, Drama, Sport",6,15,Ex-Degenerate,2025-02-13,2025,9.5,6600.0,8.5,8.1
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",1,1,Offred,2017-04-26,2017,8.2,8300.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",1,2,Birth Day,2017-04-26,2017,8.1,6500.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",1,3,Late,2017-04-26,2017,8.6,6500.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",1,4,Nolite Te Bastardes Carborundorum,2017-05-03,2017,8.1,5800.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",1,5,Faithful,2017-05-10,2017,8.1,5500.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",1,6,A Woman's Place,2017-05-17,2017,8.7,5900.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",1,7,The Other Side,2017-05-24,2017,7.9,5500.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",1,8,Jezebels,2017-05-31,2017,8.0,5100.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",1,9,The Bridge,2017-06-07,2017,8.6,5300.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",1,10,Night,2017-06-14,2017,9.0,6400.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",2,1,June,2018-04-25,2018,8.7,5800.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",2,2,Unwomen,2018-04-25,2018,8.2,5100.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",2,3,Baggage,2018-05-02,2018,7.9,4700.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",2,4,Other Women,2018-05-09,2018,7.9,4300.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",2,5,Seeds,2018-05-16,2018,8.0,4200.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",2,6,First Blood,2018-05-23,2018,8.7,4900.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",2,7,After,2018-05-30,2018,8.2,4200.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",2,8,Women's Work,2018-06-06,2018,8.6,4600.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",2,9,Smart Power,2018-06-13,2018,8.9,4800.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",2,10,The Last Ceremony,2018-06-20,2018,9.0,5300.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",2,11,Holly,2018-06-27,2018,8.3,4800.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",2,12,Postpartum,2018-07-04,2018,8.3,4100.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",2,13,The Word,2018-07-11,2018,8.5,5500.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",3,1,Night,2019-06-05,2019,8.3,4900.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",3,2,Mary and Martha,2019-06-05,2019,7.6,4200.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",3,3,Useful,2019-06-05,2019,8.0,4200.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",3,4,God Bless the Child,2019-06-12,2019,7.9,3900.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",3,5,Unknown Caller,2019-06-19,2019,8.4,4200.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",3,6,Household,2019-06-26,2019,8.1,4300.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",3,7,Under His Eye,2019-07-03,2019,7.3,3900.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",3,8,Unfit,2019-07-10,2019,7.7,4100.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",3,9,Heroic,2019-07-17,2019,6.4,5700.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",3,10,Witness,2019-07-24,2019,8.1,3800.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",3,11,Liars,2019-07-31,2019,9.2,6200.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",3,12,Sacrifice,2019-08-07,2019,8.2,3600.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",3,13,Mayday,2019-08-14,2019,9.3,7100.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",4,1,Pigs,2021-04-27,2021,7.8,3700.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",4,2,Nightshade,2021-04-27,2021,7.9,3300.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",4,3,The Crossing,2021-04-27,2021,8.4,4400.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",4,4,Milk,2021-05-05,2021,7.7,3300.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",4,5,Chicago,2021-05-12,2021,7.9,3300.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",4,6,Vows,2021-05-19,2021,7.6,3400.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",4,7,Home,2021-05-26,2021,8.4,3500.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",4,8,Testimony,2021-06-02,2021,8.3,3100.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",4,9,Progress,2021-06-09,2021,8.0,2900.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",4,10,The Wilderness,2021-06-16,2021,8.6,4600.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",5,1,Morning,2022-09-14,2022,7.1,2800.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",5,2,Ballet,2022-09-14,2022,8.1,2900.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",5,3,Border,2022-09-21,2022,7.3,2300.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",5,4,Dear Offred,2022-09-28,2022,7.2,2200.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",5,5,Fairytale,2022-10-05,2022,7.2,2200.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",5,6,Together,2022-10-12,2022,8.5,2700.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",5,7,No Man's Land,2022-10-19,2022,8.6,2900.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",5,8,Motherland,2022-10-26,2022,8.0,2200.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",5,9,Allegiance,2022-11-02,2022,7.6,2000.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",5,10,Safe,2022-11-09,2022,8.3,2800.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",6,1,Train,2025-04-08,2025,7.8,2600.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",6,2,Exile,2025-04-08,2025,7.2,2100.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",6,3,Devotion,2025-04-08,2025,7.3,2000.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",6,4,Promotion,2025-04-15,2025,6.7,2000.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",6,5,Janine,2025-04-22,2025,7.5,1900.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",6,6,Surprise,2025-04-29,2025,7.8,2000.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",6,7,Shattered,2025-05-06,2025,7.9,2100.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",6,8,Exodus,2025-05-13,2025,8.4,2900.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",6,9,Execution,2025-05-20,2025,9.0,4900.0,8.3,7.5
The Handmaid's Tale,tt5834204,"Dystopian Sci-Fi, Epic, Psychological Drama, Psychological Thriller, Tragedy, Drama, Sci-Fi, Thriller",6,10,The Handmaid's Tale,2025-05-27,2025,5.7,5100.0,8.3,7.5
Stranger Things,tt4574334,"Coming-of-Age, Conspiracy Thriller, Dark Fantasy, Epic, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Drama",1,1,Chapter One: The Vanishing of Will Byers,2016-07-15,2016,8.6,58000.0,8.8,7.8
Stranger Things,tt4574334,"Coming-of-Age, Conspiracy Thriller, Dark Fantasy, Epic, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Drama",1,2,Chapter Two: The Weirdo on Maple Street,2016-07-15,2016,8.3,49000.0,8.8,7.8
Stranger Things,tt4574334,"Coming-of-Age, Conspiracy Thriller, Dark Fantasy, Epic, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Drama",1,3,"Chapter Three: Holly, Jolly",2016-07-15,2016,8.8,48000.0,8.8,7.8
Stranger Things,tt4574334,"Coming-of-Age, Conspiracy Thriller, Dark Fantasy, Epic, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Drama",1,4,Chapter Four: The Body,2016-07-15,2016,8.9,48000.0,8.8,7.8
Stranger Things,tt4574334,"Coming-of-Age, Conspiracy Thriller, Dark Fantasy, Epic, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Drama",1,5,Chapter Five: The Flea and the Acrobat,2016-07-15,2016,8.6,46000.0,8.8,7.8
Stranger Things,tt4574334,"Coming-of-Age, Conspiracy Thriller, Dark Fantasy, Epic, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Drama",1,6,Chapter Six: The Monster,2016-07-15,2016,8.8,45000.0,8.8,7.8
Stranger Things,tt4574334,"Coming-of-Age, Conspiracy Thriller, Dark Fantasy, Epic, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Drama",1,7,Chapter Seven: The Bathtub,2016-07-15,2016,9.0,48000.0,8.8,7.8
Stranger Things,tt4574334,"Coming-of-Age, Conspiracy Thriller, Dark Fantasy, Epic, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Drama",1,8,Chapter Eight: The Upside Down,2016-07-15,2016,9.3,55000.0,8.8,7.8
Stranger Things,tt4574334,"Coming-of-Age, Conspiracy Thriller, Dark Fantasy, Epic, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Drama",2,1,Chapter One: MADMAX,2017-10-27,2017,8.1,44000.0,8.8,7.8
Stranger Things,tt4574334,"Coming-of-Age, Conspiracy Thriller, Dark Fantasy, Epic, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Drama",2,2,"Chapter Two: Trick or Treat, Freak",2017-10-27,2017,8.2,42000.0,8.8,7.8
Stranger Things,tt4574334,"Coming-of-Age, Conspiracy Thriller, Dark Fantasy, Epic, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Drama",2,3,Chapter Three: The Pollywog,2017-10-27,2017,8.5,41000.0,8.8,7.8
Stranger Things,tt4574334,"Coming-of-Age, Conspiracy Thriller, Dark Fantasy, Epic, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Drama",2,4,Chapter Four: Will the Wise,2017-10-27,2017,8.5,41000.0,8.8,7.8
Stranger Things,tt4574334,"Coming-of-Age, Conspiracy Thriller, Dark Fantasy, Epic, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Drama",2,5,Chapter Five: Dig Dug,2017-10-27,2017,8.7,41000.0,8.8,7.8
Stranger Things,tt4574334,"Coming-of-Age, Conspiracy Thriller, Dark Fantasy, Epic, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Drama",2,6,Chapter Six: The Spy,2017-10-27,2017,9.1,45000.0,8.8,7.8
Stranger Things,tt4574334,"Coming-of-Age, Conspiracy Thriller, Dark Fantasy, Epic, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Drama",2,7,Chapter Seven: The Lost Sister,2017-10-27,2017,6.0,61000.0,8.8,7.8
