Show,IMDB ID,Genre,Season,Episode,Title,Air Date,Year,Rating,Votes
Gossip Girl,tt0397442,"Coming-of-Age, Teen Drama, Teen Romance, Drama, Romance",5,19,"It Girl, Interrupted","Mon, Apr 9, 2012",2012,7.0,635
Gossip Girl,tt0397442,"Coming-of-Age, Teen Drama, Teen Romance, Drama, Romance",5,20,Salon of the Dead,"Mon, Apr 16, 2012",2012,7.4,636
Gossip Girl,tt0397442,"Coming-of-Age, Teen Drama, Teen Romance, Drama, Romance",5,21,Despicable B,"Mon, Apr 23, 2012",2012,7.2,644
Gossip Girl,tt0397442,"Coming-of-Age, Teen Drama, Teen Romance, Drama, Romance",5,22,Raiders of the Lost Art,"Mon, Apr 30, 2012",2012,7.9,680
Gossip Girl,tt0397442,"Coming-of-Age, Teen Drama, Teen Romance, Drama, Romance",5,23,The Fugitives,"Mon, May 7, 2012",2012,7.5,611
Gossip Girl,tt0397442,"Coming-of-Age, Teen Drama, Teen Romance, Drama, Romance",5,24,The Return of the Ring,"Mon, May 14, 2012",2012,7.6,739
Gossip Girl,tt0397442,"Coming-of-Age, Teen Drama, Teen Romance, Drama, Romance",6,1,Gone Maybe Gone,"Mon, Oct 8, 2012",2012,7.4,872
Gossip Girl,tt0397442,"Coming-of-Age, Teen Drama, Teen Romance, Drama, Romance",6,2,High Infidelity,"Mon, Oct 15, 2012",2012,6.9,689
Gossip Girl,tt0397442,"Coming-of-Age, Teen Drama, Teen Romance, Drama, Romance",6,3,Dirty Rotten Scandals,"Mon, Oct 22, 2012",2012,6.8,684
Gossip Girl,tt0397442,"Coming-of-Age, Teen Drama, Teen Romance, Drama, Romance",6,4,Portrait of a Lady Alexander,"Mon, Nov 5, 2012",2012,6.9,662
Gossip Girl,tt0397442,"Coming-of-Age, Teen Drama, Teen Romance, Drama, Romance",6,5,Monstrous Ball,"Mon, Nov 12, 2012",2012,7.1,652
Gossip Girl,tt0397442,"Coming-of-Age, Teen Drama, Teen Romance, Drama, Romance",6,6,Where the Vile Things Are,"Mon, Nov 19, 2012",2012,7.4,625
Gossip Girl,tt0397442,"Coming-of-Age, Teen Drama, Teen Romance, Drama, Romance",6,7,Save the Last Chance,"Mon, Nov 26, 2012",2012,7.5,646
Gossip Girl,tt0397442,"Coming-of-Age, Teen Drama, Teen Romance, Drama, Romance",6,8,It's Really Complicated,"Mon, Dec 3, 2012",2012,7.6,659
Gossip Girl,tt0397442,"Coming-of-Age, Teen Drama, Teen Romance, Drama, Romance",6,9,The Revengers,"Mon, Dec 10, 2012",2012,8.0,752
Gossip Girl,tt0397442,"Coming-of-Age, Teen Drama, Teen Romance, Drama, Romance",6,10,"New York, I Love You XOXO","Mon, Dec 17, 2012",2012,9.0,2.4K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",1,1,Pilot,"Sun, Jan 20, 2008",2008,9.0,82K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",1,2,Cat's in the Bag...,"Sun, Jan 27, 2008",2008,8.6,61K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",1,3,...And the Bag's in the River,"Sun, Feb 10, 2008",2008,8.7,59K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",1,4,Cancer Man,"Sun, Feb 17, 2008",2008,8.2,56K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",1,5,Gray Matter,"Sun, Feb 24, 2008",2008,8.2,55K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",1,6,Crazy Handful of Nothin',"Sun, Mar 2, 2008",2008,9.3,65K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",1,7,A No-Rough-Stuff-Type Deal,"Sun, Mar 9, 2008",2008,8.8,56K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",2,1,Seven Thirty-Seven,"Sun, Mar 8, 2009",2009,8.6,51K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",2,2,Grilled,"Sun, Mar 15, 2009",2009,9.3,58K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",2,3,Bit by a Dead Bee,"Sun, Mar 22, 2009",2009,8.3,49K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",2,4,Down,"Sun, Mar 29, 2009",2009,8.2,49K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",2,5,Breakage,"Sun, Apr 5, 2009",2009,8.2,48K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",2,6,Peekaboo,"Sun, Apr 12, 2009",2009,8.8,51K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",2,7,Negro y Azul,"Sun, Apr 19, 2009",2009,8.6,48K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",2,8,Better Call Saul,"Sun, Apr 26, 2009",2009,9.2,57K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",2,9,4 Days Out,"Sun, May 3, 2009",2009,9.2,54K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",2,10,Over,"Sun, May 10, 2009",2009,8.4,47K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",2,11,Mandala,"Sun, May 17, 2009",2009,8.9,49K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",2,12,Phoenix,"Sun, May 24, 2009",2009,9.3,55K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",2,13,ABQ,"Sun, May 31, 2009",2009,9.2,54K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",3,1,No Más,"Sun, Mar 21, 2010",2010,8.4,46K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",3,2,Caballo sin Nombre,"Sun, Mar 28, 2010",2010,8.6,45K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",3,3,I.F.T.,"Sun, Apr 4, 2010",2010,8.3,45K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",3,4,Green Light,"Sun, Apr 11, 2010",2010,8.1,47K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",3,5,Más,"Sun, Apr 18, 2010",2010,8.5,44K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",3,6,Sunset,"Sun, Apr 25, 2010",2010,9.3,51K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",3,7,One Minute,"Sun, May 2, 2010",2010,9.6,62K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",3,8,I See You,"Sun, May 9, 2010",2010,8.7,45K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",3,9,Kafkaesque,"Sun, May 16, 2010",2010,8.3,45K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",3,10,Fly,"Sun, May 23, 2010",2010,7.9,95K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",3,11,Abiquiu,"Sun, May 30, 2010",2010,8.4,44K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",3,12,Half Measures,"Sun, Jun 6, 2010",2010,9.5,61K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",3,13,Full Measure,"Sun, Jun 13, 2010",2010,9.7,75K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",4,1,Box Cutter,"Sun, Jul 17, 2011",2011,9.2,54K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",4,2,Thirty-Eight Snub,"Sun, Jul 24, 2011",2011,8.2,46K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",4,3,Open House,"Sun, Jul 31, 2011",2011,7.9,55K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",4,4,Bullet Points,"Sun, Aug 7, 2011",2011,8.5,45K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",4,5,Shotgun,"Sun, Aug 14, 2011",2011,8.6,44K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",4,6,Cornered,"Sun, Aug 21, 2011",2011,8.4,45K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",4,7,Problem Dog,"Sun, Aug 28, 2011",2011,8.8,46K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",4,8,Hermanos,"Sun, Sep 4, 2011",2011,9.3,52K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",4,9,Bug,"Sun, Sep 11, 2011",2011,8.9,48K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",4,10,Salud,"Sun, Sep 18, 2011",2011,9.6,65K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",4,11,Crawl Space,"Sun, Sep 25, 2011",2011,9.7,83K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",4,12,End Times,"Sun, Oct 2, 2011",2011,9.5,60K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",4,13,Face Off,"Sun, Oct 9, 2011",2011,9.8,157K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",5,1,Live Free or Die,"Sun, Jul 15, 2012",2012,9.2,63K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",5,2,Madrigal,"Sun, Jul 22, 2012",2012,8.8,56K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",5,3,Hazard Pay,"Sun, Jul 29, 2012",2012,8.8,55K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",5,4,Fifty-One,"Sun, Aug 5, 2012",2012,8.7,56K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",5,5,Dead Freight,"Sun, Aug 12, 2012",2012,9.6,85K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",5,6,Buyout,"Sun, Aug 19, 2012",2012,9.0,58K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",5,7,Say My Name,"Sun, Aug 26, 2012",2012,9.6,81K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",5,8,Gliding Over All,"Sun, Sep 2, 2012",2012,9.5,72K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",5,9,Blood Money,"Sun, Aug 11, 2013",2013,9.4,68K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",5,10,Buried,"Sun, Aug 18, 2013",2013,9.2,62K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",5,11,Confessions,"Sun, Aug 25, 2013",2013,9.6,79K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",5,12,Rabid Dog,"Sun, Sep 1, 2013",2013,9.1,67K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",5,13,To'hajiilee,"Sun, Sep 8, 2013",2013,9.7,126K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",5,14,Ozymandias,"Sun, Sep 15, 2013",2013,9.5,500K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",5,15,Granite State,"Sun, Sep 22, 2013",2013,9.6,121K
Breaking Bad,tt0903747,"Dark Comedy, Drug Crime, Psychological Drama, Psychological Thriller, Tragedy, Crime, Drama, Thriller",5,16,Felina,"Sun, Sep 29, 2013",2013,9.8,291K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,1,Dexter,"Sun, Oct 1, 2006",2006,8.7,23K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,2,Crocodile,"Sun, Oct 8, 2006",2006,8.1,17K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,3,Popping Cherry,"Sun, Oct 15, 2006",2006,8.2,16K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,4,Let's Give the Boy a Hand,"Sun, Oct 22, 2006",2006,8.6,15K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,5,Love American Style,"Sun, Oct 29, 2006",2006,8.4,15K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,6,Return to Sender,"Sun, Nov 5, 2006",2006,8.9,16K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,7,Circle of Friends,"Sun, Nov 12, 2006",2006,8.6,14K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,8,Shrink Wrap,"Sun, Nov 19, 2006",2006,8.9,16K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,9,Father Knows Best,"Sun, Nov 26, 2006",2006,8.5,14K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,10,Seeing Red,"Sun, Dec 3, 2006",2006,9.1,16K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,11,Truth Be Told,"Sun, Dec 10, 2006",2006,9.3,17K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,12,Born Free,"Sun, Dec 17, 2006",2006,9.6,31K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,1,It's Alive!,"Sun, Sep 30, 2007",2007,8.6,13K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,2,Waiting to Exhale,"Sun, Oct 7, 2007",2007,8.4,12K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,3,An Inconvenient Lie,"Sun, Oct 14, 2007",2007,8.5,12K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,4,See-Through,"Sun, Oct 21, 2007",2007,8.2,12K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,5,The Dark Defender,"Sun, Oct 28, 2007",2007,8.6,12K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,6,"Dex, Lies, and Videotape","Sun, Nov 4, 2007",2007,8.5,12K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,7,"That Night, a Forest Grew","Sun, Nov 11, 2007",2007,8.7,12K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,8,Morning Comes,"Sun, Nov 18, 2007",2007,9.1,13K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,9,Resistance Is Futile,"Sun, Nov 25, 2007",2007,9.5,17K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,10,There's Something About Harry,"Sun, Dec 2, 2007",2007,8.9,13K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,11,Left Turn Ahead,"Sun, Dec 9, 2007",2007,9.0,13K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,12,The British Invasion,"Sun, Dec 16, 2007",2007,9.2,16K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",3,1,Our Father,"Sun, Sep 28, 2008",2008,8.0,11K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",3,2,Finding Freebo,"Sun, Oct 5, 2008",2008,8.3,11K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",3,3,The Lion Sleeps Tonight,"Sun, Oct 12, 2008",2008,8.0,11K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",3,4,All in the Family,"Sun, Oct 19, 2008",2008,8.0,11K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",3,5,Turning Biminese,"Sun, Oct 26, 2008",2008,8.3,10K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",3,6,Sí Se Puede,"Sun, Nov 2, 2008",2008,8.1,10K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",3,7,Easy as Pie,"Sun, Nov 9, 2008",2008,8.4,10K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",3,8,The Damage a Man Can Do,"Sun, Nov 16, 2008",2008,8.5,10K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",3,9,About Last Night,"Sun, Nov 23, 2008",2008,8.7,11K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",3,10,Go Your Own Way,"Sun, Nov 30, 2008",2008,9.0,11K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",3,11,I Had a Dream,"Sun, Dec 7, 2008",2008,8.9,11K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",3,12,Do You Take Dexter Morgan?,"Sun, Dec 14, 2008",2008,8.8,12K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",4,1,Living the Dream,"Sun, Sep 27, 2009",2009,8.6,12K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",4,2,Remains to Be Seen,"Sun, Oct 4, 2009",2009,8.6,11K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",4,3,Blinded by the Light,"Sun, Oct 11, 2009",2009,8.2,11K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",4,4,Dex Takes a Holiday,"Sun, Oct 18, 2009",2009,9.2,13K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",4,5,Dirty Harry,"Sun, Oct 25, 2009",2009,9.0,12K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",4,6,If I Had a Hammer,"Sun, Nov 1, 2009",2009,8.6,11K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",4,7,Slack Tide,"Sun, Nov 8, 2009",2009,8.4,11K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",4,8,Road Kill,"Sun, Nov 15, 2009",2009,8.4,11K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",4,9,Hungry Man,"Sun, Nov 22, 2009",2009,9.5,16K
Dexter,tt0773262,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",4,10,Lost Boys,"Sun, Nov 29, 2009",2009,9.2,14K
